Date,Open,High,Low,Close,Volume,Symbol
2025-04-29 00:00:00,1799.50191449199,1828.81628684244,1787.0638181555933,1799.50191449199,13668239.174568938,ETH
2025-04-30 00:00:00,1796.9720456768928,1811.0429970035095,1785.0328094680337,1796.9720456768928,11929811.519223373,ETH
2025-05-01 00:00:00,1794.0495408617828,1828.977928057923,1772.2422117776168,1794.0495408617828,13434549.901648078,ETH
2025-05-02 00:00:00,1838.8543285925753,1875.479887724418,1818.385695873984,1838.8543285925753,41997729.31376492,ETH
2025-05-03 00:00:00,1841.427590836958,1856.9580387555297,1838.1088933282458,1841.427590836958,24549896.69125213,ETH
2025-05-04 00:00:00,1834.501911876416,1847.9228724234847,1814.7514077680937,1834.501911876416,8380339.003142497,ETH
2025-05-05 00:00:00,1808.156093844096,1837.3746867328073,1807.6932323469327,1808.156093844096,23424962.314777058,ETH
2025-05-06 00:00:00,1820.0044598893596,1841.457734332062,1793.5400660493478,1820.0044598893596,46640618.4584535,ETH
2025-05-07 00:00:00,1816.1686943818438,1847.7210335477964,1805.6250375185257,1816.1686943818438,24934914.90436902,ETH
2025-05-08 00:00:00,1810.3169269284476,1838.7519782280895,1802.0365173780626,1810.3169269284476,20523506.739068486,ETH
2025-05-09 00:00:00,2197.5611893238784,2237.6010537903735,2160.229954627479,2197.5611893238784,20542706.00218978,ETH
2025-05-10 00:00:00,2341.407963002621,2375.72967051594,2307.57621978503,2341.407963002621,47166957.59350933,ETH
2025-05-11 00:00:00,2583.6829051429513,2585.0346841402365,2564.9908250184694,2583.6829051429513,44598386.78451252,ETH
2025-05-12 00:00:00,2507.4693107597423,2557.10154461438,2469.2087116883176,2507.4693107597423,37079529.071389325,ETH
2025-05-13 00:00:00,2492.426391077375,2494.4791893173597,2456.1985518110137,2492.426391077375,45627542.236775704,ETH
2025-05-14 00:00:00,2676.639163127913,2679.127511525347,2656.0306563783975,2676.639163127913,26780544.62811728,ETH
2025-05-15 00:00:00,2603.7180887199615,2638.9441728494353,2598.1522911849233,2603.7180887199615,35237286.69688085,ETH
2025-05-16 00:00:00,2542.296692466797,2591.0165166927422,2525.9478830529256,2542.296692466797,30201855.97849348,ETH
2025-05-17 00:00:00,2544.3870377235667,2547.4411269879606,2498.943042239635,2544.3870377235667,12385055.856237208,ETH
2025-05-18 00:00:00,2475.0543933696913,2502.897441411199,2436.5512235898987,2475.0543933696913,25767000.002877567,ETH
2025-05-19 00:00:00,2465.3409856139087,2477.0570845388024,2425.040036586588,2465.3409856139087,9033919.973084593,ETH
2025-05-20 00:00:00,2526.989643891319,2554.5134263752793,2481.136073073896,2526.989643891319,38716503.64230258,ETH
2025-05-21 00:00:00,2524.2743433146065,2529.6726081828756,2484.8173614233897,2524.2743433146065,48551188.15864024,ETH
2025-05-22 00:00:00,2558.9502343769486,2608.672394371143,2516.224782712529,2558.9502343769486,30466544.90040199,ETH
2025-05-23 00:00:00,2657.1674447566115,2696.2793071924534,2616.4222623149067,2657.1674447566115,19808260.585857056,ETH
2025-05-24 00:00:00,2519.813809045145,2528.170424960797,2485.8115328636613,2519.813809045145,17984904.71555838,ETH
2025-05-25 00:00:00,2529.4429842284353,2532.6843092903923,2506.3380141426187,2529.4429842284353,20995917.614837408,ETH
2025-05-26 00:00:00,2546.6201163370915,2589.081107869146,2508.8819316774857,2546.6201163370915,7993956.667096587,ETH
2025-05-27 00:00:00,2562.1729286392238,2562.969723761724,2553.128439754052,2562.1729286392238,40655092.843079016,ETH
2025-05-28 00:00:00,2662.0940568241435,2674.51473418285,2638.9680703825306,2662.0940568241435,4597917.910585089,ETH
2025-05-29 00:00:00,2676.2674124507,2688.971257537371,2639.582143916348,2676.2674124507,14368381.411320772,ETH
2025-05-30 00:00:00,2633.1392065286695,2657.0335220779757,2586.385102742821,2633.1392065286695,10868504.750677438,ETH
2025-05-31 00:00:00,2524.4762348050726,2535.3793725136757,2518.4156003718595,2524.4762348050726,36236504.0089501,ETH
2025-06-01 00:00:00,2532.3627853090866,2566.972217076975,2527.432386096455,2532.3627853090866,42747572.50935223,ETH
2025-06-02 00:00:00,2538.3300584367485,2555.0212669424195,2488.1072471617367,2538.3300584367485,31839881.16924752,ETH
2025-06-03 00:00:00,2609.737253959435,2639.81129492153,2603.0070044884856,2609.737253959435,23400735.93826736,ETH
2025-06-04 00:00:00,2595.4689570062997,2636.830071138897,2546.624148756432,2595.4689570062997,3011366.591534256,ETH
2025-06-05 00:00:00,2610.343189828259,2654.074171674945,2579.966621939405,2610.343189828259,28049246.020372074,ETH
2025-06-06 00:00:00,2421.601103763502,2447.2621412926633,2376.6220366730013,2421.601103763502,8936655.488458646,ETH
2025-06-07 00:00:00,2481.4039836690267,2511.7985227538893,2451.3754335986305,2481.4039836690267,21584038.642870788,ETH
2025-06-08 00:00:00,2526.291995889778,2574.99107856333,2477.114890643423,2526.291995889778,36910105.526754215,ETH
2025-06-09 00:00:00,2508.784123584585,2514.7285433681027,2474.7977556916217,2508.784123584585,19512744.736179758,ETH
2025-06-10 00:00:00,2685.0001850413178,2720.2940860028343,2647.8902778975043,2685.0001850413178,15221172.696026705,ETH
2025-06-11 00:00:00,2808.503208314919,2840.8556540709474,2793.221682316367,2808.503208314919,1338003.9554901926,ETH
2025-06-12 00:00:00,2776.1371915822333,2814.3876676451832,2731.6706569641237,2776.1371915822333,39401540.5372753,ETH
2025-06-13 00:00:00,2653.158968452672,2654.297454695457,2649.4554835307054,2653.158968452672,2525290.5269861557,ETH
2025-06-14 00:00:00,2577.04861752583,2626.3485441040807,2574.442467186809,2577.04861752583,1221500.0946513189,ETH
2025-06-15 00:00:00,2534.0702195359518,2559.2837555049905,2504.508401210318,2534.0702195359518,37557507.13028807,ETH
2025-06-16 00:00:00,2547.8456040920437,2551.5626210881906,2540.3754706858836,2547.8456040920437,36297529.87397664,ETH
2025-06-17 00:00:00,2561.329843569428,2562.0279237612435,2526.5908184537207,2561.329843569428,22431304.015972562,ETH
2025-06-18 00:00:00,2514.986700576147,2525.4549200526344,2476.9207163130445,2514.986700576147,31492939.47477831,ETH
2025-06-19 00:00:00,2521.3334233964915,2538.9416335504343,2473.095305073184,2521.3334233964915,46952895.54560904,ETH
2025-06-20 00:00:00,2522.1791903642184,2555.1126615507587,2493.3105554917547,2522.1791903642184,33165548.513394468,ETH
2025-06-21 00:00:00,2405.695434213183,2413.2357948786625,2359.3726877469217,2405.695434213183,40533856.06905432,ETH
2025-06-22 00:00:00,2270.581996055585,2305.0990481400286,2269.318750529641,2270.581996055585,11381003.564425135,ETH
2025-06-23 00:00:00,2227.4287266371684,2230.136948896585,2224.4879971443156,2227.4287266371684,17130271.62085121,ETH
2025-06-24 00:00:00,2423.899644268608,2452.4193603213034,2400.9785706546995,2423.899644268608,14398242.9930621,ETH
2025-06-25 00:00:00,2446.539301545049,2471.5287622762075,2402.1472831745937,2446.539301545049,45797458.20939449,ETH
2025-06-26 00:00:00,2417.2267855277296,2442.151853247148,2400.930663801871,2417.2267855277296,34921110.50431045,ETH
2025-06-27 00:00:00,2415.031864876594,2452.4110532649047,2403.3829206130204,2415.031864876594,36500337.32438225,ETH
2025-06-28 00:00:00,2423.0302896731746,2448.748613422015,2415.686148642418,2423.0302896731746,26069182.955750074,ETH
2025-06-29 00:00:00,2437.133001780241,2470.816960932813,2418.2538552763276,2437.133001780241,6464061.069303509,ETH
2025-06-30 00:00:00,2502.6672721177083,2529.2416473102744,2455.6066668416825,2502.6672721177083,5565689.834438159,ETH
2025-07-01 00:00:00,2488.190781689803,2518.1869274228175,2458.2127471748618,2488.190781689803,4996927.609833454,ETH
2025-07-02 00:00:00,2405.1045592800183,2422.063650297227,2382.0491728058723,2405.1045592800183,30997263.691706937,ETH
2025-07-03 00:00:00,2574.067718495133,2602.111111169089,2526.478526047445,2574.067718495133,22229959.398033213,ETH
2025-07-04 00:00:00,2590.132231590221,2634.155988297701,2571.6145119181874,2590.132231590221,28148714.59746694,ETH
2025-07-05 00:00:00,2509.236345783362,2528.7956107758723,2465.0871184831794,2509.236345783362,42601104.176855356,ETH
2025-07-06 00:00:00,2517.37917835065,2521.4227960743074,2471.2011227285566,2517.37917835065,4754682.307920765,ETH
2025-07-07 00:00:00,2571.358192115984,2611.6603603592457,2547.841012210011,2571.358192115984,28779126.353347253,ETH
2025-07-08 00:00:00,2543.6317028067488,2592.4976990796927,2540.633636081254,2543.6317028067488,24138499.73434789,ETH
2025-07-09 00:00:00,2615.7759888945047,2633.465678128649,2574.8219682645854,2615.7759888945047,38604535.52325232,ETH
2025-07-10 00:00:00,2772.5795626609174,2790.2742248521795,2741.2986688711144,2772.5795626609174,13873069.502992086,ETH
2025-07-11 00:00:00,2948.4462027029053,2965.0113756116684,2938.138511546693,2948.4462027029053,2037211.2072529336,ETH
2025-07-12 00:00:00,2958.8514450990992,3008.63317712228,2923.8319995506768,2958.8514450990992,7708297.645018109,ETH
2025-07-13 00:00:00,2942.9616055388096,2948.2698342223243,2912.054389762508,2942.9616055388096,19905025.50611157,ETH
2025-07-14 00:00:00,2974.2654952333387,2984.7328113762455,2932.573604697836,2974.2654952333387,2862466.252745699,ETH
2025-07-15 00:00:00,3012.1797069059276,3051.3279297138624,2974.023020111199,3012.1797069059276,9631139.224434748,ETH
2025-07-16 00:00:00,3133.069857747011,3181.412547219613,3100.189488284758,3133.069857747011,44420788.56676433,ETH
2025-07-17 00:00:00,3368.126521526108,3428.5900259309974,3303.103495879384,3368.126521526108,49971840.833517,ETH
2025-07-18 00:00:00,3481.8828152374017,3488.117291105053,3462.237377323911,3481.8828152374017,46780760.44045708,ETH
2025-07-19 00:00:00,3547.317079001209,3573.875539480204,3481.7069918208385,3547.317079001209,44104385.44912793,ETH
2025-07-20 00:00:00,3594.3185010809702,3626.6869290678937,3559.0682723479053,3594.3185010809702,11785789.85455151,ETH
2025-07-21 00:00:00,3758.605581813957,3832.293687029506,3747.543453763766,3758.605581813957,44193556.02538862,ETH
2025-07-22 00:00:00,3765.453624023574,3799.3805029261885,3701.0376320534815,3765.453624023574,6024303.54139069,ETH
2025-07-23 00:00:00,3746.9406687316323,3815.6459377037067,3678.0452150525457,3746.9406687316323,49057328.765129276,ETH
2025-07-24 00:00:00,3630.053531480921,3653.2053544676523,3598.2156581655395,3630.053531480921,18989887.968600113,ETH
2025-07-25 00:00:00,3708.4299352383423,3722.93173428971,3685.7365118846246,3708.4299352383423,12624381.848799838,ETH
2025-07-26 00:00:00,3723.0529092785596,3783.3984100771013,3679.122738514606,3723.0529092785596,33271816.66942287,ETH
2025-07-27 00:00:00,3742.4314258659915,3788.5777443995676,3687.994415143148,3742.4314258659915,39256659.22138786,ETH
2025-07-28 00:00:00,3864.1248374654765,3869.32487671762,3863.91101344752,3864.1248374654765,8523979.8866808,ETH
2025-07-29 00:00:00,3786.303845995956,3790.4039042594964,3751.5105209863887,3786.303845995956,46911257.422474466,ETH
2025-07-30 00:00:00,3788.5983716058226,3796.9999035954997,3764.2802793651585,3788.5983716058226,27971702.924053933,ETH
2025-07-31 00:00:00,3807.4166010824188,3823.578057852694,3741.559998510447,3807.4166010824188,36739315.501778424,ETH
2025-08-01 00:00:00,3696.6628530851194,3753.1393905410905,3693.0523816224286,3696.6628530851194,1505748.1556714172,ETH
2025-08-02 00:00:00,3483.1789551579504,3484.886602416072,3435.760709957441,3483.1789551579504,16533351.796822008,ETH
2025-08-03 00:00:00,3397.4855484143177,3460.632398217855,3388.0358809501995,3397.4855484143177,34519480.81525508,ETH
2025-08-04 00:00:00,3497.573127822404,3505.2647468478094,3438.7210203659556,3497.573127822404,28972698.850000042,ETH
2025-08-05 00:00:00,3715.7090148550706,3748.950468499702,3647.778693270605,3715.7090148550706,48269391.61911779,ETH
2025-08-06 00:00:00,3612.442432236669,3666.4346027347146,3548.0647275322153,3612.442432236669,36835957.48627595,ETH
2025-08-07 00:00:00,3684.0459195726726,3710.3822584037794,3647.5347953448427,3684.0459195726726,40190042.73264538,ETH
2025-08-08 00:00:00,3911.2609462690816,3966.701232072338,3884.85627591767,3911.2609462690816,26717302.25434576,ETH
2025-08-09 00:00:00,4012.97697001236,4045.3761152587713,3969.0896922065967,4012.97697001236,8343690.686859093,ETH
2025-08-10 00:00:00,4265.563258333516,4281.312073382234,4260.459996884949,4265.563258333516,34944757.26625024,ETH
2025-08-11 00:00:00,4253.591618951185,4273.155029565034,4230.339136817848,4253.591618951185,31448554.094504327,ETH
2025-08-12 00:00:00,4228.824213261163,4273.512119379426,4200.042479902692,4228.824213261163,11155300.94645661,ETH
2025-08-13 00:00:00,4606.809427709522,4690.995355771469,4520.923213485727,4606.809427709522,3838178.512265178,ETH
2025-08-14 00:00:00,4763.652535322159,4836.825589256276,4677.2935291918475,4763.652535322159,48433720.27834558,ETH
2025-08-15 00:00:00,4554.291501538621,4608.8885301046985,4516.280742805428,4554.291501538621,48404447.07411467,ETH
2025-08-16 00:00:00,4430.532465017841,4494.853913198946,4425.695115632224,4430.532465017841,23505912.519487992,ETH
2025-08-17 00:00:00,4426.826913311333,4435.654955405527,4348.99267522567,4426.826913311333,28597243.80353237,ETH
2025-08-18 00:00:00,4487.118013759226,4530.160207223391,4439.140100850586,4487.118013759226,18034844.35160478,ETH
2025-08-19 00:00:00,4317.2757573282315,4375.82976009874,4278.6391104420545,4317.2757573282315,19800758.294035412,ETH
2025-08-20 00:00:00,4074.495786100515,4127.196794977992,4012.2850199228697,4074.495786100515,41060860.33948376,ETH
2025-08-21 00:00:00,4330.491598768078,4378.319192634525,4329.940386751312,4330.491598768078,45755971.29149918,ETH
2025-08-22 00:00:00,4224.438592580698,4229.102028571751,4223.126435476754,4224.438592580698,39941085.10660357,ETH
2025-08-23 00:00:00,4829.225541798332,4915.485080554344,4767.068862093922,4829.225541798332,18819418.02399712,ETH
2025-08-24 00:00:00,4773.884088598777,4801.835464573065,4739.270512827506,4773.884088598777,18516990.51406301,ETH
2025-08-25 00:00:00,4778.10916071381,4839.075426560525,4758.625650656106,4778.10916071381,28922359.413277384,ETH
2025-08-26 00:00:00,4381.626176071471,4388.6230745746625,4294.304238268612,4381.626176071471,1496878.1728997673,ETH
2025-08-27 00:00:00,4602.369685333965,4623.654407989211,4526.039825724043,4602.369685333965,22974036.057694297,ETH
2025-08-28 00:00:00,4500.1451479982325,4536.762548554908,4434.045031052907,4500.1451479982325,17433521.69003448,ETH
2025-08-29 00:00:00,4507.560431032719,4536.21466919888,4483.0083570907345,4507.560431032719,35394414.4561369,ETH
2025-08-30 00:00:00,4364.358521430426,4365.228754364185,4319.488027974774,4364.358521430426,4038696.166605865,ETH
2025-08-31 00:00:00,4373.360357620914,4379.002610646702,4337.625662916312,4373.360357620914,29445729.938514978,ETH
2025-09-01 00:00:00,4388.931464519364,4417.350635576505,4354.401031789883,4388.931464519364,49247767.18067049,ETH
2025-09-02 00:00:00,4303.202222745541,4308.889872586838,4267.345430468808,4303.202222745541,44773928.58383783,ETH
2025-09-03 00:00:00,4325.856306225941,4352.840022660631,4274.416903671801,4325.856306225941,23006799.420380007,ETH
2025-09-04 00:00:00,4449.8670977283255,4493.457447299453,4448.25081562009,4449.8670977283255,25536423.058435466,ETH
2025-09-05 00:00:00,4298.094660544595,4378.385463622586,4285.384688690629,4298.094660544595,19316854.485200424,ETH
2025-09-06 00:00:00,4306.613513100346,4324.610716863676,4223.332766404875,4306.613513100346,45820388.13652553,ETH
2025-09-07 00:00:00,4273.110024157841,4351.545148311601,4202.402236336003,4273.110024157841,35529485.82693141,ETH
2025-09-08 00:00:00,4304.032421076036,4321.50314841323,4276.391635585806,4304.032421076036,30566653.426131673,ETH
2025-09-09 00:00:00,4309.685702772004,4385.825741133844,4237.655001663744,4309.685702772004,9026546.392939257,ETH
2025-09-10 00:00:00,4309.342746120013,4350.336643705518,4246.109337414136,4309.342746120013,14978485.982637275,ETH
